Title,Authors,Year,Subcategory (ai task),Category (section),Approach (ai),Data modality,Url,Abstract,Venue name,Search keyword,Research problem,Bee demographic,Research demographic,Bee_country,Bee_iso,Research_country,Research_iso,Country,Iso_code,Collection time,Approach group
A Deep Learning-Based Approach for Bee Sound Identification,Truong et al.,2023,Classification,Colony Health & Acoustic Monitoring — Multi-Class Bee Sound Identification,"Mel spectrogram features → CNN + GRU (Mel-CNN-GRU hybrid). Three-class classification: bee buzzing, cricket chirping, ambient noise. Outperforms prior CNN-only baselines. PyTorch implementation.",Audio,https://pdf.sciencedirectassets.com/273474/1-s2.0-S1574954123X00053/1-s2.0-S1574954123003035/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEE8aCXVzLWVhc3QtMSJHMEUCIQCZnz46WLpg4g26CMjyIhQw0aFHFM%2BS9u3VrqCcnLatBQIgCRUTitxwV8rYkFFcBRwcwXjCM9LBtocVfKTr5UvcH%2FYqsgUIGBAFGgwwNTkwMDM1NDY4NjUiDCWsoRmECGL3QafGUyqPBV7B9D%2B2Wyx9kKHtsxWgOSHSp4hE4xkcVPrrVmuuCG3DDaftYb57zKo6QmkSTfv7Nxmu9cuuqzXW3dpMB57TBtWxDDoaTFOk8okQYPsErpK5VphZZfyd73Dy2Hh5cuMA%2F99qmgDxVY2onIq7iAjBNRPyjpZV5LxeLSg8r8Aw%2FDvPIqTeGsTe6Xr7joQs%2B5YwRqvN0pgMKDYwedt%2BPmTRxz2r2blWTTe9BHyNIYeZs3RgGRZCaKYktlRtsGgK7L7OOqVV%2Br6hR0La1qj1jgwZZUhFModWr8RCFDI9NWhg0WtX4VicKxpZU9FuMtwo6Wmg5Ttuoc8LOj1fClw1RkzZx80YHLxlhnMTPHhTf83sk8RWkDW%2BTHcj%2BQ9ozjDu7ArSUaG2MVMIC8U3Ag3xb9Nh7O%2Fk84%2B6%2F9MJNV3Ea%2B3K0lyukpX4d2m78oqggUcwkjSljBT0CHIGYXG9sqvVf9w6JipBHuq9coDMC65LMGnFPHKxbiSkOffaLdlXzQQZsj7056sw5s7%2Fg47nYHKqPE2w61hLhXTbVowy6W6CHu8Hz%2F1tyES7XnF3ECSsEBQSrG2DL47rg3ztIrfGi%2BrOfenfpuQLdSZRet80kitIAvzCa4qyYNGeZ%2FaQz7vnMx7EU39NskMFcA0gr3XQJA2x7GR2egE1jRmUUGDgwZjAFXPZMK4lceNuTbq0TRBlui6q98kS37aeKsEg80ohLTyNZzOrW3XuCdm2G8d75%2FhOuicuqtEesqY5i5uPieqeOEJch3mecz0LXWhyt4iuEwMyEFFxsO3bpwtwldc9e3XL6NrEvEeYtDfinzZsRInxVz9wYy7xd9Se7c9kh9Hh7hodBFfk8tgRocM2i%2BsXpw%2Bnr6fwTvkwmZC2zQY6sQEP5j%2FUmPu%2BVrqa7IYjuU9xy6YEYcPAzfRL849l8kdFbgNE5p8rQdhyyBTxZGjadVlyqsD8Ci4q86LxphUS4IlY8r2LI0avQgrjxinAioJ57gNc%2FkS2LiMo3zdnwZEcsLFLKxC%2FkjUJfVdqyqO2Q%2FAi0dtoFYA6Odozz6lVzpJjnfCT7ITMRArUUUbrBSxk6JiHDGSrnL4IhT98awbBjmBNIde8556YjuUUTDLC%2BkwbLUQ%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260308T152454Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY44YDXICO%2F20260308%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=a34ea1746dab8b2c1cadccd617ed559907467a8d7a34d71e8dcccd907ccc740a&hash=bc5b71a950d727c19503aa382d9a93f6938d7368a049f92d27544c3b8ba56a1b&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S1574954123003035&tid=spdf-6e43e85d-ffe9-4d95-b221-bb4dd24913c7&sid=944169d380b1c746748a7db85b5f8d95f69dgxrqb&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&rh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=06005e065e50055e57&rr=9d92d976ff5a519f&cc=de,"Bee buzzing carries a lot of information about colony behavior. These sounds can provide beekeepers with insights into various stressed situations in the colony such as the absence of a queen, swarming, and the appearance
of predatory mites and airborne toxins. As a result, bee sounds are an important source for humans to understand
more about bee’s status, activities, and behaviors. That grows the interest in applying machine learning and deep
learning techniques to monitor beehives based on their buzzing sounds in recent years worldwide. In this study,
we present a novel deep learning method that combines the Convolutional Neural Network (CNN) and the Gated
Recurrent Unit (GRU) for bee sound identification. The Mel Spectrogram and the Bayesian Optimization are also
employed to enhance the performance of the learning model. The experiments are conducted based on three real
data sets. The obtained results show that our proposed method outperforms the existing models in recognizing
bee buzzing sounds from noise and cricket sound by 1% in terms of accuracy.",Elsevier,,"The paper studies how to distinguish bee buzzing sounds from non-bee sounds, especially cricket chirping and ambient noise, because mixed non-bee sounds in the collected data can harm later beehive analysis. The stated goal is to improve existing models for distinguishing sounds that are “to bee or not to bee.”",USA,Vietnam,United States,USA,Viet Nam,VNM,United States,USA,2018,Hybrid / Multi-Model
A Novel Convolutional Neural Network Architecture for Pollen-Bearing Honeybee Recognition,Le et al.,2023,Classification,Pollen & Foraging Monitoring — Novel CNN Architecture for Pollen-Bearer Recognition,Custom novel CNN architecture designed specifically for pollen-bearing bee classification. Transfer learning baseline comparisons. Input: entrance-camera images. Addresses class imbalance in pollen vs non-pollen samples.,Image,https://thesai.org/Downloads/Volume14No8/Paper_112-A_Novel_Convolutional_Neural_Network_Architecture.pdf,"Abstract: Monitoring the pollen foraging behavior of honey-bees is an important task that is beneficial to beekeepers, allowing them to understand the health status of their honeybee colonies. To perform this task, monitoring systems should have the ability to automatically recognize images of pollen-bearing honeybees extracted from videos recorded at the beehive entrance. In this paper, a novel convolutional neural network architecture is proposed for recognizing pollen-bearing and non-pollen-bearing honeybees from their images. The performance of the proposed model is illustrated based on a real dataset and the obtained results show that it performs better than some other state-of-the-art deep learning architectures like VGG16, VGG19, or Resnet50 in terms of both accuracy and execution time. Thus, the proposed model can be considered an effective algorithm for designing automatic honeybee colony monitoring systems",Science and Information (SAI) Organization Limited,,"Research problem: The paper studies how to recognize pollen-bearing honeybees automatically from images so that beekeepers can monitor pollen foraging behavior and better understand the health and status of honeybee colonies.
The paper also says that existing CNN-based models can be effective, but they often have complex structures, require more computation and resources, and the widely used pollen dataset contains some mislabeled images. The authors therefore aim to build a model that is both accurate and lower-cost to run.",PuertoRico (PollenDataset),Vietnam,Puerto Rico,PRI,Viet Nam,VNM,Puerto Rico,PRI,2018,CNN & Variants
Dynamic Noise Filtering for Multi-Class Classification of Beehive Audio Data,"Várkonyi, Seixas Junior & Horváth",2023,Classification,Colony Health & Acoustic Monitoring — Multi-Class Hive Audio Classification with DANi Noise Filter,"DANi (Dynamic Audio Noise Filtration): per-time-slice z-score normalisation + negative thresholding + lowest-k DTFT component retention (~50%) + re-thresholding. STFT/MFCC/Chroma features + CNN and LSTM classifiers. 5-10 fold CV. Best: STFT+DANi+CNN ~90-92% accuracy for 10-hive multi-class ID. Dataset: 10,000 × 8.2s PCM clips from 10 hives.",Audio,https://www.sciencedirect.com/science/article/pii/S0957417422018681,"Honeybees are the most specialized insect pollinators and are critical not only for honey production but, also, for keeping the environmental balance by pollinating the flowers of a wide variety of crops. Recording and analyzing bee sounds became a fundamental part of recent initiatives in the development of so-called smart hives. The majority of researches on beehive sound analytics are focusing on swarming detection, a relatively simple binary classification task (due to the obvious difference in the sound of a swarming and a non-swarming bee colony) where machine learning models achieve good performance even when trained on small data. However, in the case of more complex tasks of beehive sound analytics, even modern machine learning approaches perform poorly. First, training such models would need a large dataset but, according to our knowledge, there is no publicly available large-scale beehive audio data. Second, due to the specifics of beehive sounds, efficient noise filtering methods would be required, however, we could not find a noise filtering method that would increase the performance of machine learning models substantially. In this paper, we propose a dynamic noise filtering method applicable on spectrograms (image representations of audio data) which is superior to the most popular image noise filtering baselines. Further, we introduce a multi-class classification task of bee sounds and a large-scale dataset consisting of 10.000 beehive audio recordings. Finally, we provide the results of a large-scale experiment involving various combinations of audio feature extraction and noise filtering methods together with various deep learning models. We believe that the contributions of this paper will facilitate further research in the area of (beehive) sound analytics.",Expert Systems with Applications,honeybees and artificial intelligence,improving noise filtering for multi-label bee audio classification,China,China,China,CHN,China,CHN,China,CHN,2021,Hybrid / Multi-Model
Evaluating Audio Feature Extraction Methods for Identifying Bee Queen Presence,Ho et al.,2023,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Audio Feature Benchmark for Queen Presence Detection,"Five classical ML classifiers compared: KNN, SVM, Logistic Regression, RF, Extra Trees. Feature sets evaluated: MFCC, Chroma, spectral centroid/bandwidth/rolloff, ZCR, RMS. Systematic benchmark on NU-Hive dataset. Best: Extra Trees + MFCC combination.",Audio,https://dl.acm.org/doi/pdf/10.1145/3628797.3628852,"Beehive monitoring is an essential task for beekeepers to keep
under surveillance the health and productivity of their beehives.
Traditional monitoring methods, such as visual inspection, are
labor-intensive, time-consuming, and have negative effects on bee
colonies. Recently, machine learning (ML) algorithms have emerged
as a powerful tool for automated monitoring beehives using bee
sounds. To apply the ML methods, the first main step is to extract
important features from the original audio data. In this study, we
examine the performance of various ML algorithms using six different audio feature extraction methods. Experiments have been conducted on an audio dataset collected in Vietnam when the queen bee
is present or absent. The experiment results indicate that the audiobased approach can effectively monitor beehives and by choosing
the suitable feature extraction technique the performance of the
ML methods for detecting the absence of the bee queen can be
improved significantly.",Proceedings of the 12th International Symposium on Information and Communication Technology,,"Research problem: The paper studies how to identify whether the queen bee is present or absent from beehive sound. It explains that traditional hive inspection is labor-intensive, time-consuming, and stressful for bees, so the authors investigate which audio feature extraction method works best with machine learning for this task.",Vietnam,Vietnam,Viet Nam,VNM,Viet Nam,VNM,Viet Nam,VNM,2022,Classical ML
Genetic Programming for Bee Audio Classification,Nguyen et al.,2023,Classification,Colony Health & Acoustic Monitoring — Genetic Programming for Bee vs Non-Bee Sound,Genetic Programming (GP): automatically evolves mathematical feature-extraction programs from raw audio. Novel: GP generates interpretable symbolic features rather than using predefined MFCC/spectrogram representations. Binary: bee vs no-bee sound classification.,Audio,https://dl.acm.org/doi/abs/10.1145/3591569.3591612,"Honey bees (Apis mellifera) play a very important role in agriculture
thanks to their ability of plants’ pollination. However, the number
of honey bees decreases every year because of the effects of climate
change, environmental pollution, and so on. As a result, finding a
useful solution to this problem has been more and more attracting
scientists and companies. Applying machine learning (ML) methods based on audio data recording inside the hive is a promising
solution to detect changes in the beehive. In this study, we investigate the genetic programming (GP) method, one of the powerful
ML methods, for identifying bee sound data. We also compare our
proposal with the results from a previous study. The experiment
results show that with the right configuration of parameters, GP
can achieve better results than well-known methods for the task of
classifying bee sound samples.",Proceedings of the 2023 8th International Conference on Intelligent Information Technology,,"The paper studies how to classify bee sound samples recorded inside hives. More specifically, it treats this as the basic task of recognizing bee sounds and distinguishing them from non-bee sounds, since later hive-monitoring analysis depends on this first step being correct. In the experiments, the classification problem is a 3-class problem: buzzing bees, crickets chirping, and ambient noise.",Vietnam,Vietnam,Viet Nam,VNM,Viet Nam,VNM,Viet Nam,VNM,2017,Domain Specific / Specialized
Honey Bees Find the Shortest Path: A Collective Flow-Mediated Approach,Nguyen et al.,2023,Detection,Waggle Dance & Social Behaviour — Collective Pheromone-Guided Navigation and Path Selection,Adaptive Otsu thresholding + morphological operations (bee detection from aerial 4K video) → two ResNet-18 CNNs: (1) scenting vs non-scenting classifier (95.17%); (2) orientation predictor with angular loss (96.71% within 15°). Tikhonov-regularized reconstruction of pheromone attractive surfaces.,Video,https://link.springer.com/article/10.1007/s10015-022-00816-0,"Honey bees (Apis mellifera L.) are social insects that makes frequent use of volatile pheromone signals to collectively navigate unpredictable and unknown environments. Ants have been shown to effectively use pheromone trails to find the shortest path between two points, the nest and the food source. The ant pheromone trails are accomplished by depositing pheromones which are then diffused passively, creating isotropic (i.e., non-directional and axi-symmetric) signals. In this study, we report the first instance of the honey bees’ ability to solve the shortest path problem to localize the queen and aggregate around her by using a collective flow-mediated scenting strategy. In this strategy, individual bees not only emit pheromones but also fan their wings to actively direct the flow of the signals, providing colony members with directional messages to the queen’s location. We use computer vision and deep learning approaches to perform automatic and accurate image analysis. As a result, we quantify the number of bees in the short and long paths, and show that the short path is frequented by significantly more bees over time. We also reconstruct attractive surfaces using the positions and directions of scenting bees, and show that this surface is more “attractive” along the short path and around the queen as scenting bees send out directional messages and the swarm makes their way to the queen. Overall, we show that honey bees can effectively use the collective scenting behavior to overcome local and volatile pheromone communication and find the shortest path to the queen.",Artificial Life and Robotics,neural network honeybees,monitoring/exprimental,-,USA,,,United States,USA,United States,USA,2023,CNN & Variants
Identifying Queenlessness in Honeybee Hives from Audio Signals Using Machine Learning,Ruvinga et al.,2023,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Monitoring and Predictive Health Analytics,MFCC feature extraction → CNN classifier. Binary: queenless vs normal (queenright). Evaluated on publicly available NU-Hive and OSBH datasets. Systematic comparison of preprocessing choices.,Audio,https://www.mdpi.com/2079-9292/12/7/1627,"Honeybees are vital to both the agricultural industry and the wider ecological system, most importantly for their role as major pollinators of flowering plants, many of which are food crops. Honeybee colonies are dependent on having a healthy queen for their long-term survival since the queen bee is the only reproductive female in the colony. Thus, as the death or loss of the queen is of great negative impact for the well-being of a honeybee colony, beekeepers need to be aware if a queen has died in any of their hives so that appropriate remedial action can be taken. In this paper, we describe our approaches to using acoustic signals recorded in beehives and machine learning algorithms to identify whether beehives do or do not contain a healthy queen. Our results are extremely positive and should help beekeepers decide whether intervention is needed to preserve the colony in each of their hives.",Electronics,neural network honeybees,indentifying queenlessness,-,United kingdom,,,United Kingdom,GBR,United Kingdom,GBR,2022,CNN & Variants
"IntelliBeeHive: An Automated Honey Bee, Pollen, and Varroa Destructor Monitoring System",Narcia-Macias et al.,2023,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Unified Multi-Task Monitoring (Bees + Pollen + Varroa),"YOLOv7-tiny: single object detector trained simultaneously on three detection tasks: (1) bee activity counting, (2) pollen-foraging detection, (3) Varroa destructor presence. Cost-effective system targeting resource-limited beekeeping environments.",Video,https://ieeexplore.ieee.org/abstract/document/10903284/,"Utilizing computer vision and the latest technological advancements, in this study, we developed a honey bee moni-toring system that aims to enhance our understanding of Colony Collapse Disorder, honey bee behavior, population decline, and overall hive health. The system is positioned at the hive entrance providing real-time data, enabling beekeepers to closely monitor the hive's activity and health through an account-based website. Using machine learning, our monitoring system can accurately track honey bees, monitor pollen-gathering activity, and detect Varroa mites, all without causing any disruption to the honey bees. Moreover, we have ensured that the development of this monitoring system utilizes cost-effective technology, making it accessible to apiaries of various scales, including hobbyists, com-mercial beekeeping businesses, and researchers. The inference models used to detect honey bees, pollen, and mites are based on the YOLOv7-tiny architecture trained with our data. The F1-score for honey bee model recognition is 0.95 and the precision and recall value is 0.981. For our pollen and mite object detection model F1-score is 0.95 and the precision and recall value is 0.821 for pollen. The overall performance of our IntelliBeeHive system demonstrates its effectiveness in monitoring the honey bee's activity, achieving an accuracy of 96.28 percent in tracking and our pollen model achieved a F1-score of 0.831.",IEEE,,"Research problem:
The paper aims to build a cost-effective automated monitoring system that can help beekeepers monitor:

honey bee activity,

pollen-gathering / foraging behavior, and

Varroa destructor presence,

without disturbing the bees. The paper motivates this by saying traditional varroa-monitoring methods are time-consuming, labor-intensive, and can be destructive, and that traditional pollen-trap methods are limited and can negatively affect bees.",USA (Lab),USA,United States,USA,United States,USA,United States,USA,2023,Object Detection / Segmentation
Machine Learning Framework for the Acoustic Detection of Queen Bee Presence,Barbisan et al.,2023,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — SVM/NN Framework for Queen Presence from Audio,Feature extraction (spectral + temporal acoustic features) → SVM + shallow NN compared. Part of continuous non-invasive hive monitoring framework. Evaluated at Forum Acusticum 2023.,Audio,https://dael.euracoustics.org/confs/fa2023/data/articles/001309.pdf,"Honeybees are one of the most important pollinators in nature for both crop production and biodiversity preservation. The increase in bee mortality observed in the last decade motivated the development of continuous monitoring systems to better understand this phenomenon. Different solutions have been presented in the literature, and particularly sound analysis appears the most promising among the non-invasive techniques. In this context, we developed a machine learning framework for the analysis of the sound produced by bees for the detection of the queen bee’s presence. The presence of the queen is an important indicator of the colony’s health. In this work, we investigated Short Time Fourier Transform and Mel Frequency Cepstral Coefficient audio features with support vector machines and neural network classifiers. The results indicate the potential of machine learning methods for supporting the researchers’ study and beekeepers in managing such important insects.",Acta Acustica,,"Research problem: The paper aims to detect whether the queen bee is present using the sound produced by the colony. It presents this as part of continuous, non-invasive hive monitoring, since queen presence is an important indicator of colony health. The paper’s goal is also to provide a general framework for testing audio features and classifiers for this task.",-,Italy,,,Italy,ITA,Italy,ITA,2023,Hybrid / Multi-Model
Pollinators as Data Collectors: Estimating Floral Diversity with Bees and Computer Vision,"Tausch, Wagner & Klaus",2023,Monitoring and Predictive Health Analytics,Pollen & Foraging Monitoring — Pollen Color Analysis for Floral Diversity Estimation,U-Net (pollen pellet segmentation from entrance camera images) + HDBSCAN (density-based clustering of pollen color groups) + linear regression (R² evaluation vs laboratory analysis). Non-invasive alternative to invasive pollen traps.,Image,https://openaccess.thecvf.com/content/ICCV2023W/CVPPA/papers/Tausch_Pollinators_as_Data_Collectors_Estimating_Floral_Diversity_with_Bees_and_ICCVW_2023_paper.pdf,"This paper presents a bee-based environment monitoring system that uses pollen color analysis to estimate floral diversity. The study focuses on non-invasively assessing
pollinator habitat quality using computer vision technology
on honey bee hives. By strategically placing cameras at
the beehive entrance, the system captures pollen color samples without disrupting the bees’ natural foraging behavior.
The collected pollen color data is analyzed using computer
vision techniques, including pollen color classification and
diversity assessment. The feasibility of the approach is evaluated through comparisons with laboratory analysis results
and an appliance for capturing pollen color under ideal
conditions. The study also includes the creation of a dataset
for further research and advancements in the field of floral
diversity estimation. The findings demonstrate the potential
of using bees and computer vision technology for monitoring and understanding pollinator habitat quality",CVPR,,"Research problem:
The paper studies whether it is possible to non-invasively assess pollinator habitat quality, especially floral diversity, by using computer vision on honey bee hives and pollen color analysis. The main motivation is to avoid invasive pollen-trap methods that disturb bees and reduce the pollen available to the colony.",Germany,Germany,Germany,DEU,Germany,DEU,Germany,DEU,2022,Hybrid / Multi-Model
Recognizing Beehives' Health Abnormalities Based on MobileNet Deep Learning Model,Torky et al.,2023,Monitoring and Predictive Health Analytics,Varroa & Disease Detection — Monitoring and Predictive Health Analytics,"MobileNet (transfer learning) fine-tuned for multi-class bee health classification: healthy, Varroa, hive beetle, ant intrusion, robbery, missing queen. Real-world image dataset. Emphasis on lightweight deployment for field use.",Image,https://link.springer.com/article/10.1007/s44196-023-00311-9,"Monitoring beehive health is a major area of interest within the field of honeybee economy. Ensuring beehives are free of problems such as Varroa destructors and hive beetles, ant problems, and missing queen represents an important challenge in the honeybee industry. Therefore, it is mandatory to have untraditional ways to diagnose these types of honeybee attacks. Artificial Intelligence (AI), computer vision, and the Internet of Things (IoT) can be integrated to develop smart systems for developing warning, prediction, and recognition systems to analyze beehives' health impacts, and conditions as well as monitor bees' behaviors and the environmental conditions inside/outside beehives. In this paper, a deep learning methodology is proposed to recognize the beehives' health abnormalities, Varroa destructors, hive beetles, ant problems, and missing queens. A novel version of the MobileNet model is developed by modifying the front layers of the mobile net model for performing the features selection phase. Three optimization algorithms are utilized and tested on a benchmark dataset of beehives, Adam optimizer, Nesterov-accelerated Adam (Nadam) optimizer, and Stochastic gradient descent (SGD) for selecting the most important features to recognize the three beehive health abnormalities. The implementation and validation results proved the efficiency of the Mobile Net using Adam optimizer in classifying beehives according to the three beehive health abnormalities (Varroa destructor and hive beetles, ant problems, and missing queen) where the model achieved testing accuracy of 95% and testing loss of 35%. In addition, the validation and comparison results confirmed the superiority of Mobile Net using ADAM optimizer in recognizing beehive health abnormalities compared to four deep learning models, Shuffle Net, Resent 50, VGG-19, and Google Net.",Springer,,"Research problem: The paper aims to recognize beehive health abnormalities automatically from bee images. It is motivated by the need to monitor hive health problems such as Varroa destructor, hive beetles, ant problems, hive being robbed, and missing queen, so beekeepers can diagnose hive problems in a smarter way using artificial intelligence and computer vision. In the experiments, the dataset is organized into six classes: healthy, few Varroa-hive beetles, Varroa-small hive beetles, ant problems, hive being robbed, and missing queen.",-,Egypt,,,Egypt,EGY,Egypt,EGY,2019,CNN & Variants
Semi-Automatic Analysis of Cells in Honeybee Comb Images,"Rathore, Tyagi & Agrawal",2023,Detection,Colony Health & Acoustic Monitoring — Semi-Automatic CNN Comb Cell Counting,"Classical pre-processing (adaptive thresholding, morphological operations) + lightweight CNN (cell classifier: honey / brood / pollen / empty). Semi-automatic: human provides initial seed, CNN extends annotation. Minimises manual effort for comb analysis.",Image,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063122&casa_token=uC4y4qypIfMAAAAA:p_UV3_YZwVonoctG7q3dpyhrDoHMY0JMi4kQpy35CDIjUdPx17MzK5683uydoAUkZkF1SXeegJs,"Our environment depends on honeybees. In the face of global honey bee decline, colony strength assessment can help apiary management and provide valuable research data. Counting honey, brood, pollen, larvae, and bee cells manually and classifying them based on visual judgement and estimation is time-consuming, error-prone, and requires a qualified inspector. Digital image processing and AI developed automated and semi-automatic solutions to make this arduous job easier. Prior to classification of cells, it is necessary to detect all the cells correctly. The objective of this study is to provide an efficient method to identify all the uncapped cells in honey comb images. The paper is organized with the discussion of problem's background and evaluation first. Further, we give a thorough review of the existing work and explore a possible application. After that, we discussed the methodology adopted in literature. Overall, our investigation is thorough and extensive.","IEEE International Students' Conference on Electrical, Electronics and Computer Science",neural network honeybees,cell detection on comb,-,india,,,India,IND,India,IND,2023,CNN & Variants
Toward Bee Behavioral Pattern Recognition on Hive Entrance Using YOLOv8,Sledevič & Plonis,2023,Monitoring and Predictive Health Analytics,Hive Entrance & Traffic Monitoring — Monitoring and Predictive Health Analytics,"YOLOv8 (detection, unique tracker ID per bee) + trajectory aggregation. Identifies behavioral states: orientation flights, fanning, guarding, robbing, swarming. Outlines complementary non-intrusive sensors (weight, thermal, vibro-acoustic). IEEE AIEEE 2023.",Video,https://ieeexplore.ieee.org/document/10134563,"Prediction of bee behavior by visual analysis of bee activity at the entrance provides valuable information on the condition of the hive. In this work, convolutional neural networks (CNN) are used to detect bees on the landing board of the hive. Types of bee behavior, such as foraging, guarding, and fanning, are presented in heat and path maps. YOLOv8m detects bees with a mean precision of 0.97% mAP@0.5 and 0.65% mAP@0.5:0.95, respectively. The intensive foraging, swarming, or guarding are behaviors to be most confused and therefore require inherent dataset collection and more detailed investigation.",,bee behavior using AI,bee detection and prediction of bee behavior,-,Lithuania,,,Lithuania,LTU,Lithuania,LTU,2023,CNN & Variants
Toward Bee Motion Pattern Identification on Hive Landing Board,Sledevič & Abromavičius,2023,Monitoring and Predictive Health Analytics,Hive Entrance & Traffic Monitoring — Multi-YOLO Motion Pattern Analysis with Heatmaps,"Three YOLOv8 variants (nano/small/medium) trained on same dataset + ByteTrack (multi-object tracker) + path collection + heat/vector map generation + moving-average time-series smoothing. Quantifies colony activity under foraging load, pesticide exposure, disease, seasonal shifts. IEEE eStream 2023.",Video,https://ieeexplore.ieee.org/document/10134852,"The ability to predict bee behavior through visual analysis of their activity at the hive entrance provides valuable insight into the hive's condition. In this study, we present an algorithm for visual monitoring of bee behavior implemented based on open source tools. The convolutional neural network (CNN) is used to detect bees on the landing board of the hive. The YOLOv8m CNN detects bees with 0.97% mAP@0.5 and 0.65% mAP@0.5:0.95 mean average precision, respectively. Bee behavior types such as foraging, fanning, and washboarding are presented in heat and path maps. The speed patterns are used to identify the type of motion of the bees.",,"From Survey ""Machine Learning and Computer Vision Techniques in Continuous Beehive Monitoring Applications: A Survey""",behavior monitoring,-,,,,,,,,,Object Detection / Segmentation
Towards Automatic Honey Bee Flower-Patch Assays with Paint Marking Re-Identification,Meyers et al.,2023,Tracking & Pose Estimation,Individual Tracking & Re-identification — Paint-Marking Re-ID for Field Flower-Patch Assays,"SLEAP (multi-animal pose estimation, ResNet50 backbone) + paint-mark colour/pattern for individual re-identification in field conditions. Demonstrates feasibility of paint marks as lightweight field alternative to barcodes. Validates re-ID accuracy vs lab conditions.",Video,https://arxiv.org/abs/2311.07407,"In this paper, we show that paint markings are a feasible approach to automatize the analysis of behavioral assays involving honey bees in the field where marking has to be as lightweight as possible. We contribute a novel dataset for bees re-identification with paint-markings with 4392 images and 27 identities. Contrastive learning with a ResNet backbone and triplet loss led to identity representation features with almost perfect recognition in closed setting where identities are known in advance. Diverse experiments evaluate the capability to generalize to separate IDs, and show the impact of using different body parts for identification, such as using the unmarked abdomen only. In addition, we show the potential to fully automate the visit detection and provide preliminary results of compute time for future real-time deployment in the field on an edge device.",arxive,,"Research problem:
The paper addresses the problem that traditional flower-patch assays rely on manual visual observation, which limits throughput because humans cannot monitor many individual bees at once. The authors want to automate individual-level behavior monitoring in the field, especially:

detecting flower visits,

re-identifying individual bees with lightweight paint markings,

and moving toward real-time analysis so experimenters can react during the assay.",USA,USA,United States,USA,United States,USA,United States,USA,2022,CNN & Variants
Varroa Destructor Classification Using Legendre–Fourier Moments with Different Color Spaces,Noriega-Escamilla et al.,2023,Classification,Varroa & Disease Detection — Novel Moment-Based Image Descriptor for Mite Classification,"Legendre-Fourier moments (novel feature descriptor combining Legendre polynomials + Fourier basis): rotation/scale/translation invariant. Multiple color spaces compared (RGB, HSV, YCbCr, Lab). + SVM classifier. Addresses mite position variability and color similarity problems.",Image,https://www.mdpi.com/2313-433X/9/7/144,"Bees play a critical role in pollination and food production, so their preservation is essential, particularly highlighting the importance of detecting diseases in bees early. The Varroa destructor mite is the primary factor contributing to increased viral infections that can lead to hive mortality. This study presents an innovative method for identifying Varroa destructors in honey bees using multichannel Legendre–Fourier moments. The descriptors derived from this approach possess distinctive characteristics, such as rotation and scale invariance, and noise resistance, allowing the representation of digital images with minimal descriptors. This characteristic is advantageous when analyzing images of living organisms that are not in a static posture. The proposal evaluates the algorithm’s efficiency using different color models, and to enhance its capacity, a subdivision of the VarroaDataset is used. This enhancement allows the algorithm to process additional information about the color and shape of the bee’s legs, wings, eyes, and mouth. To demonstrate the advantages of our approach, we compare it with other deep learning methods, in semantic segmentation techniques, such as DeepLabV3, and object detection techniques, such as YOLOv5. The results suggest that our proposal offers a promising means for the early detection of the Varroa destructor mite, which could be an essential pillar in the preservation of bees and, therefore, in food production.",MDPI,,"The paper studies how to identify honey bees infested with the Varroa destructor mite from images. It explains that current computer-vision methods for Varroa detection can have problems because:

the bee’s position is not static,

the mite’s color can be confused with some bee body parts, especially the eyes,

and many deep learning methods need large datasets and high computational cost.

The authors therefore propose an alternative method that can classify infested vs healthy bees with fewer descriptors and lower computational demand.",-,Mexico,,,Mexico,MEX,Mexico,MEX,2020,Classical ML
