Title,Authors,Year,Subcategory (ai task),Category (section),Approach (ai),Data modality,Url,Abstract,Venue name,Search keyword,Research problem,Bee demographic,Research demographic,Bee_country,Bee_iso,Research_country,Research_iso,Country,Iso_code,Collection time,Approach group
RenderGAN: Generating Realistic Labeled Data,"Sixt, Wild & Landgraf",2018,Tracking & Pose Estimation,Individual Tracking & Re-identification — Tracking & Pose Estimation,RenderGAN: 3D parametric barcode model (marker geometry + bee body) combined with GAN image generation. CNNs trained on synthetic data outperform those trained on manual annotation baselines.,Image,https://www.frontiersin.org/articles/10.3389/frobt.2018.00066/full,"Deep Convolutional Neuronal Networks (DCNNs) are showing remarkable performance
on many computer vision tasks. Due to their large parameter space, they require many
labeled samples when trained in a supervised setting. The costs of annotating data
manually can render the use of DCNNs infeasible. We present a novel framework called
RenderGAN that can generate large amounts of realistic, labeled images by combining
a 3D model and the Generative Adversarial Network framework. In our approach,
image augmentations (e.g., lighting, background, and detail) are learned from unlabeled
data such that the generated images are strikingly realistic while preserving the labels
known from the 3D model. We apply the RenderGAN framework to generate images
of barcode-like markers that are attached to honeybees. Training a DCNN on data
generated by the RenderGAN yields considerably better performance than training it on
various baselines",,honey bee artificial intelligence,Generation of a new framework called RenderGAN to generate labeled images (Identification and tracking),-,Germany,,,Germany,DEU,Germany,DEU,2018,CNN & Variants
The Application of Convolutional Neural Network for Pollen Bearing Bee Classification,Sledevič,2018,Classification,Pollen & Foraging Monitoring — Pollen-Bearer Classification (CNN vs SVM),Hough Transform (bee detection) + background subtraction motion filter + colour segmentation → 86×86 px patches → CNN (MATLAB Neural Network Toolbox) vs SVM (VLAD+SIFT baseline). CNN: 91.5% accuracy.,Image,https://ieeexplore.ieee.org/abstract/document/8592464,"The article presents the classification of images with pollen bearing bees using convolutional neural network (CNN). The aim is to find out a sufficient configurations of CNN required for future implementation on low-cost FPGA. A new dataset with bee images was collected on the entrances to several beehives. The classifications rate was investigated configuring the CNN to 1-3 hidden layers with up to 15 filters in a layer and 15 × 15 down to 3 × 3 filter sizes. The CNN configured to three hidden layers 7-7, 5-5, 3-3 was selected for future application as a trade off between accuracy 94 % and number of required arithmetic operations.",,cnn-based individual identification and tracking bee,Pollen Bearing Bee Classification,-,Lithuania,,,Lithuania,LTU,Lithuania,LTU,2018,CNN & Variants
To Bee or Not to Bee: Investigating Machine Learning Approaches for Beehive Sound Recognition,Nolasco & Benetos,2018,Classification,Colony Health & Acoustic Monitoring — Bee vs Non-Bee Sound Separation,"MFCC (20 coefficients) + log Mel-spectra features → SVM; also 3D CNN (Bulbul adaptation). Dataset: 12 h of annotated audio from OSBH + NU-Hive projects (8 hives, 3 continents). Binary: Bee vs noBee segments.",Audio,https://arxiv.org/pdf/1811.06016,"In this work, we aim to explore the potential of machine learning methods to the problem of beehive sound recognition. A major
contribution of this work is the creation and release of annotations
for a selection of beehive recordings. By experimenting with both
support vector machines and convolutional neural networks, we explore important aspects to be considered in the development of beehive sound recognition systems using machine learning approaches.",arXiv,,The paper aims to automatically detect sounds produced by bees and distinguish them from external non-related sounds in recordings captured inside beehives. The paper presents this as a first step toward audio-based beehive monitoring systems,UK (NU-Hive),UK,United Kingdom,GBR,United Kingdom,GBR,United Kingdom,GBR,2018,Hybrid / Multi-Model
Tracking All Members of a Honey Bee Colony over Their Lifetime Using Learned Models of Correspondence,Boenisch et al.,2018,Tracking & Pose Estimation,Individual Tracking & Re-identification — Colony-Scale Lifetime Trajectory Tracking,SVM (pairwise correspondence: does detection pair belong to same bee?) + Random Forest (short tracklet merging into long coherent trajectories). No barcode decoder needed — relies on appearance/position features.,Video,https://www.frontiersin.org/articles/10.3389/frobt.2018.00035/full,"Computational approaches to the analysis of collective behavior in social insects increasingly rely on motion paths as an intermediate data layer from which one can infer individual behaviors or social interactions. Honey bees are a popular model for learning and memory. Previous experience has been shown to affect and modulate future social interactions. So far, no lifetime history observations have been reported for all bees of a colony. In a previous work we introduced a recording setup customized to track up to 4,000 marked bees over several weeks. Due to detection and decoding errors of the bee markers, linking the correct correspondences through time is non-trivial. In this contribution we present an in-depth description of the underlying multi-step algorithm which produces motion paths, and also improves the marker decoding accuracy significantly. The proposed solution employs two classifiers to predict the correspondence of two consecutive detections in the first step, and two tracklets in the second. We automatically tracked ∼2,000 marked honey bees over 10 weeks with inexpensive recording hardware using markers without any error correction bits. We found that the proposed two-step tracking reduced incorrect ID decodings from initially ∼13% to around 2% post-tracking. Alongside this paper, we publish the first trajectory dataset for all bees in a colony, extracted from ∼3 million images covering 3 days. We invite researchers to join the collective scientific effort to investigate this intriguing animal system. All components of our system are open-source.",,machine learning for honey bee behavior detection,Bee tracking and behavior detection,-,Germany,,,Germany,DEU,Germany,DEU,2015,CNN & Variants
Automated assay and differential model of western honey bee (Apis mellifera) autogrooming using digital image processing,Giuffre et al.,2017,Monitoring and Predictive Health Analytics,Waggle Dance & Social Behaviour — Autogrooming Rate Quantification,Color correction (polynomial regression) + HSV thresholding + pixel counting + exponential ODE model fitting (lsqnonlin). No learned classifier — Classical CV + Mathematical Modeling.,Video,https://www.sciencedirect.com/science/article/pii/S016816991630850X,"In animals, self-grooming is an important component of their overall hygiene because it reduces the risk of disease and parasites. The European honey bee (Apis mellifera) exhibits hygienic behavior, which refers to the ability of the members of a colony to remove diseased or dead brood from the hive. Individual grooming behavior, however, is when a bee grooms itself to remove parasites. While both behaviors are critical for the mitigation of disease, hygienic behavior is overwhelmingly more studied because, unlike grooming behavior, it has a simple bioassay to measure its phenotype. Here, we develop a novel bioassay to expedite data collection of grooming behavior by testing different honey bee genotypes (stocks). Individual worker bees from different commercial stocks were coated in baking flour, placed in an observation arena, and digitally recorded to automatically measure grooming rates. The videos were analyzed in MATLAB, and an exponential function was fit to the pixel data to calculate individual grooming rates. While bees from the different commercial stocks were not significantly different in their grooming rates, the automation of grooming measurements may facilitate future research and stock selection for this important mechanism of social immunity.",Elsevier,,"The paper says that grooming behavior is important for honey bee health, but unlike hygienic behavior, it does not have a simple assay to measure its phenotype. Existing manual observation methods are described as a laborious bottleneck and time-consuming. The authors’ goal is to develop a novel bioassay that automates and accurately quantifies grooming behavior without direct human observation.",USA,USA,United States,USA,United States,USA,United States,USA,2016,Domain Specific / Specialized
Honey Bee Dance Modeling in Real-time using Machine Learning,Saghafi & Tsokos,2017,Classification,Waggle Dance & Social Behaviour — Dance Component Segmentation,"Statistical features (moving average of sin/cos(θ), diff, mean, max) + Logistic Regression / ANN / SVM (compared); best LR accuracy = 97.1% pooled.",time-series (motion data),https://arxiv.org/pdf/1705.07362,"The waggle dance that honeybees perform is an astonishing way of communicating the location of food
source. After over 60 years of its discovery, researchers still use manual labeling by watching hours of dance
videos to detect different transitions between dance components thus extracting information regarding the
distance and direction to the food source. We propose an automated process to monitor and segment different
components of honeybee waggle dance. The process is highly accurate, runs in real-time, and can use shared
information between multiple dances",arXiv,,"Research problem
The paper says that studying honey bee dance patterns still depends on expert labeling of videotapes, and this is time-consuming and error-prone. The stated objective is to develop a fast and reliable system that can automatically segment and label dance patterns in real time.",USA,USA,United States,USA,United States,USA,United States,USA,2008,Classical ML
Automatic detection and decoding of honey bee waggle dances,Wario et al.,2017,Classification,Waggle Dance & Social Behaviour — Classification,Fourier analysis of pixel intensity (waggle-band detection) + hierarchical agglomerative clustering (HAC) + 3D CNN (false-positive filter) + PCA (orientation extraction) + RANSAC (dance clustering).,Video,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0188626&type=printable,"The waggle dance is one of the most popular examples of animal communication. Forager
bees direct their nestmates to profitable resources via a complex motor display. Essentially,
the dance encodes the polar coordinates to the resource in the field. Unemployed foragers
follow the dancer’s movements and then search for the advertised spots in the field.
Throughout the last decades, biologists have employed different techniques to measure key
characteristics of the waggle dance and decode the information it conveys. Early techniques
involved the use of protractors and stopwatches to measure the dance orientation and duration directly from the observation hive. Recent approaches employ digital video recordings
and manual measurements on screen. However, manual approaches are very time-consuming. Most studies, therefore, regard only small numbers of animals in short periods of
time. We have developed a system capable of automatically detecting, decoding and mapping communication dances in real-time. In this paper, we describe our recording setup, the
image processing steps performed for dance detection and decoding and an algorithm to
map dances to the field. The proposed system performs with a detection accuracy of
90.07%. The decoded waggle orientation has an average error of -2.92˚ (± 7.37˚), well within
the range of human error. To evaluate and exemplify the system’s performance, a group of
bees was trained to an artificial feeder, and all dances in the colony were automatically
detected, decoded and mapped. The system presented here is the first of this kind made
publicly available, including source code and hardware specifications. We hope this will foster quantitative analyses of the honey bee waggle dance.","Public Library of Science San Francisco, CA USA",,"The paper addresses the problem that manual waggle-dance decoding from observation hives or digital videos is very time-consuming, so most studies can only analyze small numbers of bees for short periods. The authors therefore aim to build a system that can automatically detect, decode, and map honey bee waggle dances in real time.",Germany,Germany,Germany,DEU,Germany,DEU,Germany,DEU,2015,Hybrid / Multi-Model
Automated computer-based detection of encounter behaviours in groups of honeybees,Blut et al.,2017,Classification,Waggle Dance & Social Behaviour — Encounter Behaviour Classification,"2D barcode (AprilTags) tracking → per-frame kinematic features (position, speed, orientation, distance to nestmate via JAABADetect) + Boosted Decision Trees (AdaBoost via JAABA). 93% detection rate on test set.",Video,https://www.nature.com/articles/s41598-017-17863-4,"Honeybees form societies in which thousands of members integrate their behaviours to act as a single functional unit. We have little knowledge on how the collaborative features are regulated by workers’ activities because we lack methods that enable collection of simultaneous and continuous behavioural information for each worker bee. In this study, we introduce the Bee Behavioral Annotation System (BBAS), which enables the automated detection of bees’ behaviours in small observation hives. Continuous information on position and orientation were obtained by marking worker bees with 2D barcodes in a small observation hive. We computed behavioural and social features from the tracking information to train a behaviour classifier for encounter behaviours (interaction of workers via antennation) using a machine learning-based system. The classifier correctly detected 93% of the encounter behaviours in a group of bees, whereas 13% of the falsely classified behaviours were unrelated to encounter behaviours. The possibility of building accurate classifiers for automatically annotating behaviours may allow for the examination of individual behaviours of worker bees in the social environments of small observation hives. We envisage that BBAS will be a powerful tool for detecting the effects of experimental manipulation of social attributes and sub-lethal effects of pesticides on behaviour.",,machine learning method for honeybee,train a classifer for honeybee encounter behaviours,Germany,Germany,Germany,DEU,Germany,DEU,Germany,DEU,2016,Domain Specific / Specialized
Automatic behaviour analysis system for honeybees using computer vision,Tu et al.,2016,Monitoring and Predictive Health Analytics,Hive Entrance & Traffic Monitoring — Forager Activity,Background subtraction + statistical analysis (linear regression),Video,https://pdf.sciencedirectassets.com/271304/1-s2.0-S0168169916X00026/1-s2.0-S0168169916000168/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEBsaCXVzLWVhc3QtMSJIMEYCIQDrSMC0QIyJQQB156hQKh2mKoz1ckG58d%2B5G1tBPFaKMgIhAPFctYgDO27PZCXbAM4eqMBPucRmKAQ7qD3QVKIrgPuNKrwFCOT%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQBRoMMDU5MDAzNTQ2ODY1IgxzXOxC8vS79TERSV4qkAVb2dTfzazNqhVnd1detapG9h4x9wtDqKurDD0V86lCMs49DP72e7q1bh%2F0K6nzHT1%2FJ8%2BPMSuPQc78kI%2B5L9rJAXTKQndjcH6IX2P%2FkzLRxa2Vo%2BjbtEKM41Y4VkKcmFllfqhysf20ZyUys1uensucnsW7OOp4pSzwZQyn9EKwk5F%2FpFMvrd6ZaEI0Ic6nXJXFKFJAkurnWt2qqaAYnZAbrZeP%2B0%2BMqRcqjkHfPBO08NB2RBHzJUdhBiNWXqnQhQ2NYShTqzK754jbzNTgnNisakcXftixX%2FLd5R%2FCO%2BYSSBDh40Qsc%2FGUNulIeDbgpoHwGECkZZhMo4KMDNRvUVdTVN9yOji4NFccXi6vAyNoSTxBjWU7YW6WdgIvTmBUWpqyL7SK%2FHHAritpkgvJ2lnMhlxfCUdYn3fvBQVFTjEN5tjjWqyQMLlzRDDQlN%2FhELXKNnDM%2BG6kQUoeuU1rBTyIB3NqhhvKDl%2Fn0togez7Xqq6gZRMo8wKj13Ah5rgz4bTECyOqXELfeBDomsPoQ27xLwklWAlaBI40CMBJ89ny8lrZrsUFMmWTTyG9M7bxGmd1W7gc2h2BF9%2B6b1%2BR52WmgttwXjAPWdy5y74EsZ2GSmIv5yVBNB%2BkXGFUzDRwc80EBR%2BsE8VmttCPlQa03Vez6Kou5ZFj6uQ5H3udJSLLGvYdTTyeV0nvjXCx4r4kF%2FSieNb1wqFlbeTILcVgMfktXhu5NVDKsw%2F0VawM817x4MxMV8YZVGksi9%2BA45f1mls38HvWpUX2jbDLOzf%2BUeKEA2ZcRyb4J%2FIucIJVmiWle3MqV5A%2BYgWCqp8Fbwq8lGdivL1%2BDYWXyHEBO5Lo%2Ba1PDjpefTGJil3qt71lc9uXtzDx4arNBjqwAefJDlRL2GZesAIo%2BVtMG%2FKHt9RtxIu2SdESsmm6RO55NLqDIv15FveTrNfq%2BuCDY9542T672KK8J0aGTGQzk59woBlXy122ZDlQZTS1CtoqNGIwOeliUqWi7VkfBYgr6GL8uN1Kogzzo%2FsaBF6HYNDak70LjU2gPyylGPw9Jgevhoyl3vbJ9iAaUL2qfWiz5XVa%2FWPQxWdNgSOAufNvMMJpiMLkwkh53OuY180AhTHc&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260306T110517Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYSXBMNDZG%2F20260306%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=eea1d14b8ea9d04b2d5c7ac2c045c25a9c708e183ace1d3b0943e9b42ed05bc1&hash=0dc122753bdca0ccdd554fb0ebf00b818ff0b35d7ec214620917290978e89797&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0168169916000168&tid=spdf-dd062d28-fc2e-4f8c-918a-75acea2177a0&sid=a30124f650e3f84cfb89e883140f7b92b367gxrqb&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&rh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=06005e065f52045556&rr=9d80e26ccd97709f&cc=de,"We present a fully automatic online video system, which is able to detect the behaviour of honeybees at
the beehive entrance. Our monitoring system focuses on observing the honeybees as naturally as possible
(i.e. without disturbing the honeybees). It is based on the Raspberry Pi that is a low-cost embedded computer with very limited computational resources as compared to an ordinary PC. The system succeeds in
counting honeybees, identifying their position and measuring their in-and-out activity. Our algorithm
uses background subtraction method to segment the images. After the segmentation stage, the methods
are primarily based on statistical analysis and inference. The regression statistics (i.e. R2
) of the comparisons of system predictions and manual counts are 0.987 for counting honeybees, and 0.953 and 0.888 for
measuring in-activity and out-activity, respectively. The experimental results demonstrate that this system can be used as a tool to detect the behaviour of honeybees and assess their state in the beehive
entrance. Besides, the result of the computation time show that the Raspberry Pi is a viable solution in
such real-time video processing system",Elsevier,,"The paper addresses the problem that automatic monitoring of honeybee behaviour at the hive entrance is still an open challenge in computer vision. The authors want a system that can monitor bees as naturally as possible, without tags and with minimal disturbance, while automatically measuring behaviour such as bee count and in-and-out activity at the entrance.",Denmark,Denmark,Denmark,DNK,Denmark,DNK,Denmark,DNK,2014,Classical ML
Pollen bearing honey bee detection in hive entrance video recorded by remote embedded system for pollination monitoring,Babic et al.,2016,Detection,Pollen & Foraging Monitoring — Pollen Detection,Background subtraction + colour segmentation + Nearest Mean Classifier,Video,https://isprs-annals.copernicus.org/articles/III-7/51/2016/isprs-annals-III-7-51-2016.pdf,"Honey bees have crucial role in pollination across the world. This paper presents a simple, non-invasive, system for pollen bearing
honey bee detection in surveillance video obtained at the entrance of a hive. The proposed system can be used as a part of a more
complex system for tracking and counting of honey bees with remote pollination monitoring as a final goal. The proposed method is
executed in real time on embedded systems co-located with a hive. Background subtraction, color segmentation and morphology
methods are used for segmentation of honey bees. Classification in two classes, pollen bearing honey bees and honey bees that do
not have pollen load, is performed using nearest mean classifier, with a simple descriptor consisting of color variance and
eccentricity features. On in-house data set we achieved correct classification rate of 88.7% with 50 training images per class. We
show that the obtained classification results are not far behind from the results of state-of-the-art image classification methods. That
favors the proposed method, particularly having in mind that real time video transmission to remote high performance computing
workstation is still an issue, and transfer of obtained parameters of pollination process is much easier.",Copernicus GmbH,,"The paper focuses on detecting pollen-bearing honey bees in video recorded at the hive entrance. The authors state that this is a step toward counting them and measuring the amount of pollen they collect, with pollination monitoring as the final goal. They also state that they want the algorithm to be as simple as possible, real-time, and suitable for an embedded system with limited hardware resources.
The paper also says that, to the best of the authors’ knowledge, a non-invasive computer-based system for estimating the number of pollen-bearing honey bees entering the hive did not exist.",Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,BIH,2014,Domain Specific / Specialized
Image Processing Algorithms of Tracking and Movement Pattern Analysis for Honeybees in a Beehive,Tsai et al.,2016,Tracking & Pose Estimation,Hive Entrance & Traffic Monitoring — In-hive Division of Labour,Hough Circle Transform + HOG + PCA + SVM (tag recognition) + voting algorithm (trajectory),Video,https://conferences.au.dk/uploads/tx_powermail/image_processing_algorithms_of_tracking_and_movement_pattern_analysis_for_honeybees_in_a_beehive.pdf,"enormous economic and agricultural loss. Monitoring honeybee behavior inside beehive can be an effective method to
verify normal honeybee behavior. Observing honeybee behavior by human labor is time consuming. This has inspired us
to propose an image system to take over the human labor with a better efficiency. Our imaging system uses 3 industrial
cameras to acquire videos inside beehive with infrared LED light panels as the illumination. In order to capture individual
honeybee information in beehive, we label a water-proof text tag on each honeybee as its ID. After labeling, Hough circle
transform technique is applied to detect tag position and to segment out the tag image. In order to extract the tag character
feature, tag images are transformed into feature vectors by histogram of oriented gradient (HOG) algorithm. Extracting
feature by HOG leads to feature dimension increase which slows down the computational speed. Hence, principle
component analysis (PCA) is applied to reduce the feature dimensionality first. Then, support vector machine (SVM)
algorithm is applied to train and predict the tag text so the honey bee can be identified. After retrieving the position and
text of the tag, position between two frames and real position in Euclidean distance are calculated to generate a trajectory.
In order to determine the actual tag ID in trajectory, a voting algorithm is used to filter out misclassified ID. A trajectory
can be segmented to shorter sub-trajectories, according to variance and cumulative angle, which are classified into 5
different movement patterns. These movement patterns approximately represent forward movement, clockwise movement,
counter-clockwise movement, loitering, and being stationary. Individual honeybee trajectory information and movement
pattern sequence can be used in honeybee behavior analysis for different age and different role of labor. Experimental
results are demonstrated to show the feasibility of this monitoring and tracking system for honeybee behavior analysis.",CIGR-AgEng conference,,"The paper says that monitoring honeybee behavior inside the beehive is important, especially because abnormal pollination and colony problems can cause serious agricultural loss. It also says that observing honeybee behavior by human labor is laborious and time-consuming. The authors therefore develop an automatic image system to capture individual honeybee behavior inside the hive, extract trajectories, and analyze movement patterns for behavior analysis such as age polyethism and division of labor.",Taiwan,Taiwan,"Taiwan, Province of China",TWN,"Taiwan, Province of China",TWN,"Taiwan, Province of China",TWN,2016,Classical ML
Automated tracking and analysis of behavior in restrained insects,Shen et al.,2015,Tracking & Pose Estimation,Waggle Dance & Social Behaviour — Learning & Memory Analysis,GMM background subtraction + Naïve Bayesian Classifier + Hungarian algorithm,Video,https://graphics.uni-konstanz.de/publikationen/Shen2015Automatedtrackinganalysis/Shen2015Automatedtrackinganalysis.pdf,"Background: Insect behavior is often monitored by human observers and measured in the form of binary
responses. This procedure is time costly and does not allow a fine graded measurement of behavioral
performance in individual animals. To overcome this limitation, we have developed a computer vision
system which allows the automated tracking of body parts of restrained insects.
New method: Our system crops a continuous video into separate shots with a static background. It then
segments outthe insect’s head and preprocesses the detected moving objects to exclude detection errors.
A Bayesian-based algorithm is proposed to identify the trajectory of each body part.
Results: We demonstrate the application of this novel tracking algorithm by monitoring movements of
the mouthparts and antennae of honey bees and ants, and demonstrate its suitability for analyzing the
behavioral performance of individual bees using a common associative learning paradigm.
Comparison with existing methods: Our tracking system differs from existing systems in that it does not
require each video to be labeled manually and is capable of tracking insects’ body parts even when
working with low frame-rate videos. Our system can be generalized for other insecttracking applications.
Conclusions: Our system paves the ground for fully automated monitoring of the behavior of restrained
insects and accounts for individual variations in graded behavior.",Elsevier,,"The authors say that learning and memory in bees are often measured only in a crude binary way, and that available insect tracking systems often require marking, track only single insects, work only with slow insects, or track only one type of body part. They say they developed this system to automatically track body parts of restrained insects and provide quantitative, graded behavioral measurements.",USA,Germany,United States,USA,Germany,DEU,United States,USA,2014,Optimization / Probabilistic
Automatic methods for long-term tracking and the detection and decoding of communication dances in honeybees,Wario et al.,2015,Tracking & Pose Estimation,Waggle Dance & Social Behaviour — Dance Detection & Decoding,Probabilistic barcode ID filter + motion-based waggle detection + Bayesian temporal tracking,Video,https://www.frontiersin.org/journals/ecology-and-evolution/articles/10.3389/fevo.2015.00103/full,"The honeybee waggle dance communication system is an intriguing example of abstract animal communication and has been investigated thoroughly throughout the last seven decades. Typically, observables such as waggle durations or body angles are extracted manually either directly from the observation hive or from video recordings to quantify properties of the dance and related behaviors. In recent years, biology has profited from automation, improving measurement precision, removing human bias, and accelerating data collection. We have developed technologies to track all individuals of a honeybee colony and to detect and decode communication dances automatically. In strong contrast to conventional approaches that focus on a small subset of the hive life, whether this regards time, space, or animal identity, our more inclusive system will help the understanding of the dance comprehensively in its spatial, temporal, and social context. In this contribution, we present full specifications of the recording setup and the software for automatic recognition of individually tagged bees and the decoding of dances. We discuss potential research directions that may benefit from the proposed automation. Lastly, to exemplify the power of the methodology, we show experimental data and respective analyses from a continuous, experimental recording of 9 weeks duration",Frontiers Media SA,,"Research problem
Manual and limited observation makes it hard to study waggle dances and related interactions in the full spatial, temporal, and social context, especially if you want to follow individual bees back in time for weeks. The paper states that no system was available for continuous long-term tracking of uniquely identifiable bees together with automatic recognition of waggle dance, dance-following, and trophallaxis—so they propose BeesBook to address this gap.",-,Europe,,,,,,,2014,Optimization / Probabilistic
Remote Beehive Monitoring Using Acoustic Signals,Qandour et al.,2014,Monitoring and Predictive Health Analytics,Varroa & Disease Detection — Acoustic Pest Detection,"FFT features (PF, SC, Bandwidth, RVF) + PCA + SVM / LDA",Audio,https://www.acoustics.asn.au/journal/2014/Vol42No3-Ahmad_technote.pdf,"Recent developments in Wireless Sensor Networks (WSNs) have led to their use in remote data acquisition and automatic
data analysis applications, which have proven to be an invaluable tool in a diverse range of fields including biosecurity.
Further indications have been found that honeybee health can be monitored and determined through the use of acoustic
analysis. In this paper, we present a system that has the ability to remotely detect the presence of pest infestation on a colony
of honeybees by comparing the acoustic fingerprint of a hive to a fingerprint of known status. This will aid the goals of
increasing surveillance programs by reducing the labour time and costs that are associated with managing and maintaining
monitoring programs. Other benefits of the system proposed in this article include the ability to make available a collection
of deterministic, standardised and nondiscriminatory statistical data for the purpose of research into determining the causes
of colony collapse disorder.",Australian Acoustical Society,,"Research problem
Manual surveillance (e.g., checking bait hives for pests) needs many inspectors traveling to sites and costs a lot of time and money. The paper targets remote detection of pest infestation (Varroa mite) by using hive acoustics, to reduce labour and support surveillance programs.",-,Australia,,,Australia,AUS,Australia,AUS,2013,Classical ML
3D Tracking of Honeybees Enhanced by Environmental Context,Chiron et al.,2013,Tracking & Pose Estimation,Individual Tracking & Re-identification — Entrance Flight Tracking,Stereo vision + Global Nearest Neighbor tracking (Classical CV),Video,https://link.springer.com/chapter/10.1007/978-3-642-41181-6_71,"This paper summarizes an approach based on stereo vision to recover honeybee trajectories in 3D at the beehive entrance. The 3D advantage offered by stereo vision is crucial to overcome the rough constraints of the application (number of bees, target dynamics and light). Biologists have highlighted the close scale influence of the environment on bees dynamics. We propose to transpose this idea to enhance our tracking process based on Global Nearest Neighbors. Our method normalizes track/observation association costs that are originally not uniformly distributed over the scene. Therefore, the structure of the scene is needed in order to compute relative distances with the targets. The beehive and especially the flight board is the referent environment for bees, so we propose a method to reconstruct the flight board surface from the noisy and incomplete disparity maps provided by the stereo camera.",Springer,honeybee video monitoring,"Recovering honeybee trajectories in 3D at the beehive entrance. As stated in the paper: ""So far, no biological study has been conducted at a big scale on flight behaviors. In cause, the lack of suitable methods to collect trajectories of honeybees in flight."" The specific focus is enhancing the tracking process near the flight board, where ""most of wrong detections (false alarms and miss detections) are located"" and ""targets near the flight board tend to progress nearly on the same plan resulting in the lost of the 3D advantage.""",-,Italy,,,Italy,ITA,Italy,ITA,2013,Optimization / Probabilistic
Detecting and tracking honeybees in 3D at the beehive entrance using stereo vision,Chiron et al.,2013,Tracking & Pose Estimation,Individual Tracking & Re-identification — Entrance Flight Tracking,Hybrid segmentation (intensity + depth) + Kalman Filter + GNN (Classical CV),Video,https://jivp-eurasipjournals.springeropen.com/articles/10.1186/1687-5281-2013-59,"In response to recent needs of biologists, we lay the foundations for a real-time stereo vision-based system for monitoring flying honeybees in three dimensions at the beehive entrance. Tracking bees is a challenging task as they are numerous, small, and fast-moving targets with chaotic motion. Contrary to current state-of-the-art approaches, we propose to tackle the problem in 3D space. We present a stereo vision-based system that is able to detect bees at the beehive entrance and is sufficiently reliable for tracking. Furthermore, we propose a detect-before-track approach that employs two innovating methods: hybrid segmentation using both intensity and depth images, and tuned 3D multi-target tracking based on the Kalman filter and Global Nearest Neighbor. Tests on robust ground truths for segmentation and tracking have shown that our segmentation and tracking methods clearly outperform standard 2D approaches.",EURASIP Journal on Image and Video Processing,honeybees and artificial intelligence,monitoring,France,France,France,FRA,France,FRA,France,FRA,2012,Optimization / Probabilistic
"Signal Processing the Acoustics of Honeybees (Apis Mellifera) to Identify the ""Queenless"" State in Hives","Howard, Duran, Hunter, Stebel",2013,Monitoring and Predictive Health Analytics,Colony Health & Acoustic Monitoring — Queen Presence,Spectrographic analysis + SOM (Self-Organising Map),Audio,https://www.researchgate.net/profile/Gordon-Hunter/publication/287309833_Signal_processing_the_acoustics_of_honeybees_APIS_MELLIFERA_to_identify_the_queenless_state_in_Hives/links/586e778208ae6eb871bd5f32/Signal-processing-the-acoustics-of-honeybees-APIS-MELLIFERA-to-identify-the-queenless-state-in-Hives.pdf,"The honeybee, Apis Mellifera, is of vital importance to the agricultural sector across the
World, primarily due to it exceptional abilities to pollinate crops. In 2006, honeybee colony numbers
in developed countries experienced a dramatic decline, due to a diverse range of factors collectively
known as Colony Collapse Disorder. At about the same time, revenue from using bees for
pollination purposes surpassed revenue from honey production for the first time. Hive inspection is
time consuming, disruptive and stressful to the colony, and can be the cause of accidental queen
death. Furthermore, a colony without a queen will die unless a substitute queen is successfully
introduced. A non-invasive method of hive monitoring is a therefore desirable objective. In this
paper, we propose and investigate some acoustic-based methods, based on spectrographic
analysis and inspired by established techniques commonly used in the analysis of human speech,
to distinguish the “queenright” (i.e. with a live queen present) and “queenless” states. Namely, we
compare the spectrograms, FFT and S-transform of the audio recordings. In order to assess the
different methods, the results of the frequency analysis are classified using a Kohonen SelfOrganising Map (SOM) artificial neural network, which is a useful tool for clustering and
visualisation of high dimensional data into a lower dimension space. We evaluate our approach
using acoustic data recorded from real beehives, under controlled conditions, over the course of a
week, kindly provided by Arnia Ltd, a company specialising in beehive monitoring equipment.",Proceedings of the Institute of Acoustics,,"To distinguish the ""queenright"" (with a live queen present) and ""queenless"" states in beehives using acoustic-based methods, as a non-invasive method of hive monitoring. As stated in the paper: ""Hive inspection is time consuming, disruptive and stressful to the colony, and can be the cause of accidental queen death. Furthermore, a colony without a queen will die unless a substitute queen is successfully introduced. A non-invasive method of hive monitoring is a therefore desirable objective.""",European,UK,,,United Kingdom,GBR,United Kingdom,GBR,2012,Domain Specific / Specialized
