Title,Authors,Year,Subcategory (ai task),Category (section),Approach (ai),Data modality,Url,Abstract,Venue name,Pass/fail,Search keyword,Research problem,Bee demographic,Research demographic,Bee_country,Collection time,Approach group
Parameters Influencing Queen Body Mass and Their Importance as Determined by Machine Learning in Honey Bees (Apis mellifera carnica),Prešern & Smodiš Škerl,2019,Classification,Colony Health & Acoustic Monitoring — GBM Classification of Queen Body-Mass Quartile,"Gradient Boosting Machine (GBM) via H2O open-source ML. Input: anatomical, physiological, health + phytogeographical + rearing practice data. Target: queen body mass quartiles. Three model variants with different parameter combinations.",Other (phytogeographical data),https://link.springer.com/article/10.1007/s13592-019-00683-y,"Most parameters describing queen bee quality are reflected in the queen’s body mass, which is in turn considered a robust measure and the best indicator of queen quality. State-of-the-art machine learning was used for the first time to jointly evaluate both biological and rearing parameters influencing queen body mass. Three different models were developed using different combinations of parameters. Regardless of the model composition, we achieved high precision of classification. The parameters “ovary mass” and “breeder” were the most important factors for model predictions. Differences in rearing practices and vegetation were masked by “breeder,” demonstrating the pitfall of this method. Separate analysis confirmed the importance of the time spent in the hive after mating and the phytogeographical region as an indirect indication of food sources. Rearing practices together with phytogeographical information are not enough to explain variation in queen body mass, yet they can contribute to the prediction of queen body mass if “breeder” is excluded from the model.",Apidologie,Pass,machine learning for honey bee,queen (Apis mellifera carnica) body mass estimation,Slovenia,Slovenia,Slovenia,"mid-June 2006, 2008, and 2010; additional sister queens measured in 2016, with brood evaluated in mid-May and mid-August 2017",Classical ML
Pollen bearing honey bee detection in hive entrance video recorded by remote embedded system for pollination monitoring,Babic et al.,2016,Detection,Pollen & Foraging Monitoring — Pollen Detection,Background subtraction + colour segmentation + Nearest Mean Classifier,Video,https://isprs-annals.copernicus.org/articles/III-7/51/2016/isprs-annals-III-7-51-2016.pdf,"Honey bees have crucial role in pollination across the world. This paper presents a simple, non-invasive, system for pollen bearing honey bee detection in surveillance video obtained at the entrance of a hive. The proposed system can be used as a part of a more complex system for tracking and counting of honey bees with remote pollination monitoring as a final goal. The proposed method is executed in real time on embedded systems co-located with a hive. Background subtraction, color segmentation and morphology methods are used for segmentation of honey bees. Classification in two classes, pollen bearing honey bees and honey bees that do not have pollen load, is performed using nearest mean classifier, with a simple descriptor consisting of color variance and eccentricity features. On in-house data set we achieved correct classification rate of 88.7% with 50 training images per class. We show that the obtained classification results are not far behind from the results of state-of-the-art image classification methods. That favors the proposed method, particularly having in mind that real time video transmission to remote high performance computing workstation is still an issue, and transfer of obtained parameters of pollination process is much easier.",Copernicus GmbH,Pass,,"The paper focuses on detecting pollen-bearing honey bees in video recorded at the hive entrance. The authors state that this is a step toward counting them and measuring the amount of pollen they collect, with pollination monitoring as the final goal. They also state that they want the algorithm to be as simple as possible, real-time, and suitable for an embedded system with limited hardware resources. The paper also says that, to the best of the authors’ knowledge, a non-invasive computer-based system for estimating the number of pollen-bearing honey bees entering the hive did not exist.",Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,2014,Domain Specific / Specialized
Pollinators as Data Collectors: Estimating Floral Diversity with Bees and Computer Vision,"Tausch, Wagner & Klaus",2023,monitoring & predictive health analytics,Pollen & Foraging Monitoring — Pollen Color Analysis for Floral Diversity Estimation,U-Net (pollen pellet segmentation from entrance camera images) + HDBSCAN (density-based clustering of pollen color groups) + linear regression (R² evaluation vs laboratory analysis). Non-invasive alternative to invasive pollen traps.,Image,https://openaccess.thecvf.com/content/ICCV2023W/CVPPA/papers/Tausch_Pollinators_as_Data_Collectors_Estimating_Floral_Diversity_with_Bees_and_ICCVW_2023_paper.pdf,"This paper presents a bee-based environment monitoring system that uses pollen color analysis to estimate floral diversity. The study focuses on non-invasively assessing pollinator habitat quality using computer vision technology on honey bee hives. By strategically placing cameras at the beehive entrance, the system captures pollen color samples without disrupting the bees’ natural foraging behavior. The collected pollen color data is analyzed using computer vision techniques, including pollen color classification and diversity assessment. The feasibility of the approach is evaluated through comparisons with laboratory analysis results and an appliance for capturing pollen color under ideal conditions. The study also includes the creation of a dataset for further research and advancements in the field of floral diversity estimation. The findings demonstrate the potential of using bees and computer vision technology for monitoring and understanding pollinator habitat quality",CVPR,Pass,,"Research problem: The paper studies whether it is possible to non-invasively assess pollinator habitat quality, especially floral diversity, by using computer vision on honey bee hives and pollen color analysis. The main motivation is to avoid invasive pollen-trap methods that disturb bees and reduce the pollen available to the colony.",Germany,Germany,Germany,2022,Hybrid / Multi-Model
Predicting internal conditions of beehives using precision beekeeping,"M. Carmen Robustillo, Lizbeth Naranjo, M. Isabel Parra, Carlos J. Pérez",2022,monitoring & predictive health analytics,,"Vector Autoregressive (VAR), Dynamic VAR, regression model","Time series (sensor data: temperature, humidity, weight, weather variables)",https://www.researchgate.net/publication/361737211_Predicting_internal_conditions_of_beehives_using_precision_beekeeping,"Precision beekeeping combines technology and statistics aimed at managing an apiaryeffectively and reducing the risk of situations that can lead to bee population losses. Da-tabases of the we4bee project of three sensorised beehives were considered for analysis.They contain interior sensor data (temperature, relative humidity, and weight) and data ofmeteorological events. Static and dynamic vector autoregressive models and linear andnonlinear regression models were constructed to predict the hives'internal variables. Theywere compared by 100-fold cross-validation adapted for time series. In general, the dy-namic vector autoregressive model provided the best predictions, with a feasible compu-tational cost. Only in some speciﬁc cases did the static vector autoregressive versionproduces smaller errors, although the differences were not statistically signiﬁcant.Generalised additive and dynamic linear models always provided less accurate results thanthe dynamic vector autoregressive model. There is a need of integrating accurate predictivemodels, such as the dynamic vector autoregressive one. This predictive model can be in-tegrated into a decision support system to alert the beekeeper of out-of-the-ordinary sit-uations in the hives, and thus aid in their efﬁcient management",ResearchGate,Pass,,Forecast internal beehive conditions for early warning and colony management.,Germany,Germany,Germany,2022,Optimization / Probabilistic
Real-time insect tracking and monitoring with computer vision and deep learning,"Kim Bjerge, Hjalte M. R. Mann and Toke Thomas Høye",2022,tracking & pose estimation,Individual Tracking & Re-identification — Markerless Species-Agnostic Individual Re-Identification,Convolutional Neural Network; YOLOv3; Insect Classification and Tracking algorithm,Video,http://dx.doi.org/10.1002/rse2.245,"This study presents a field-deployable computer-vision system for detecting, classifying, and tracking individual flower-visiting insects in situ. The system uses a Jetson Nano edge-computing platform, YOLOv3-based detection and classification, and an Insect Classification and Tracking algorithm to link detections into individual tracks. Although the study is not honeybee-only, Apis mellifera is included as an experimental class and was the most abundant taxon in the field recordings. Across 98 days, the system detected 2994 insect tracks, and honeybee tracks were classified with 98% precision.",Remote Sensing in Ecology and Conservation,Pass,honey bee artificial intelligence Convolutional Neural Network,"Detecting, classifying, and tracking flower-visiting insects including Apis mellifera",Denmark,Denmark,Denmark,2020,CNN & Variants
Recognition of Pollen-Bearing Bees from Video Using Convolutional Neural Network,Rodriguez et al.,2018,Classification,Pollen & Foraging Monitoring — Pollen-Bearer Recognition (CNN Benchmark),"Baseline: KNN, Naive Bayes, linear + RBF SVM. Shallow CNNs: 1-layer and 2-layer. Deep CNNs: VGG16, VGG19, ResNet50. Simple shallow CNNs outperformed pre-trained deep models on this dataset.",Video,https://ieeexplore.ieee.org/abstract/document/8354145,"In this paper, the recognition of pollen bearing honey bees from videos of the entrance of the hive is presented. This computer vision task is a key component for the automatic monitoring of honeybees in order to obtain large scale data of their foraging behavior and task specialization. Several approaches are considered for this task, including baseline classifiers, shallow Convolutional Neural Networks, and deeper networks from the literature. The experimental comparison is based on a new dataset of images of honeybees that was manually annotated for the presence of pollen. The proposed approach, based on Convolutional Neural Networks is shown to outperform the other approaches in terms of accuracy. Detailed analysis of the results and the influence of the architectural parameters, such as the impact of dedicated color based data augmentation, provide insights into how to apply the approach to the target application.",IEEE,Pass,,"Research problem: The paper studies recognition of pollen-bearing honey bees from videos of the hive entrance. It says this is important for automatic monitoring of honeybees, especially to obtain large-scale data about foraging behavior and task specialization, and because manual observation and annotation are very time-consuming and expensive.",USA,USA,United States,2017,Hybrid / Multi-Model
Recognizing Beehives' Health Abnormalities Based on MobileNet Deep Learning Model,Torky et al.,2023,monitoring & predictive health analytics,Varroa & Disease Detection — monitoring & predictive health analytics,"MobileNet (transfer learning) fine-tuned for multi-class bee health classification: healthy, Varroa, hive beetle, ant intrusion, robbery, missing queen. Real-world image dataset. Emphasis on lightweight deployment for field use.",Image,https://link.springer.com/article/10.1007/s44196-023-00311-9,"Monitoring beehive health is a major area of interest within the field of honeybee economy. Ensuring beehives are free of problems such as Varroa destructors and hive beetles, ant problems, and missing queen represents an important challenge in the honeybee industry. Therefore, it is mandatory to have untraditional ways to diagnose these types of honeybee attacks. Artificial Intelligence (AI), computer vision, and the Internet of Things (IoT) can be integrated to develop smart systems for developing warning, prediction, and recognition systems to analyze beehives' health impacts, and conditions as well as monitor bees' behaviors and the environmental conditions inside/outside beehives. In this paper, a deep learning methodology is proposed to recognize the beehives' health abnormalities, Varroa destructors, hive beetles, ant problems, and missing queens. A novel version of the MobileNet model is developed by modifying the front layers of the mobile net model for performing the features selection phase. Three optimization algorithms are utilized and tested on a benchmark dataset of beehives, Adam optimizer, Nesterov-accelerated Adam (Nadam) optimizer, and Stochastic gradient descent (SGD) for selecting the most important features to recognize the three beehive health abnormalities. The implementation and validation results proved the efficiency of the Mobile Net using Adam optimizer in classifying beehives according to the three beehive health abnormalities (Varroa destructor and hive beetles, ant problems, and missing queen) where the model achieved testing accuracy of 95% and testing loss of 35%. In addition, the validation and comparison results confirmed the superiority of Mobile Net using ADAM optimizer in recognizing beehive health abnormalities compared to four deep learning models, Shuffle Net, Resent 50, VGG-19, and Google Net.",Springer,Pass,,"Research problem: The paper aims to recognize beehive health abnormalities automatically from bee images. It is motivated by the need to monitor hive health problems such as Varroa destructor, hive beetles, ant problems, hive being robbed, and missing queen, so beekeepers can diagnose hive problems in a smarter way using artificial intelligence and computer vision. In the experiments, the dataset is organized into six classes: healthy, few Varroa-hive beetles, Varroa-small hive beetles, ant problems, hive being robbed, and missing queen.",-,Egypt,,2019,CNN & Variants
Remote Beehive Monitoring Using Acoustic Signals,Qandour et al.,2014,monitoring & predictive health analytics,Varroa & Disease Detection — Acoustic Pest Detection,"FFT features (PF, SC, Bandwidth, RVF) + PCA + SVM / LDA",Audio,https://www.acoustics.asn.au/journal/2014/Vol42No3-Ahmad_technote.pdf,"Recent developments in Wireless Sensor Networks (WSNs) have led to their use in remote data acquisition and automatic data analysis applications, which have proven to be an invaluable tool in a diverse range of fields including biosecurity. Further indications have been found that honeybee health can be monitored and determined through the use of acoustic analysis. In this paper, we present a system that has the ability to remotely detect the presence of pest infestation on a colony of honeybees by comparing the acoustic fingerprint of a hive to a fingerprint of known status. This will aid the goals of increasing surveillance programs by reducing the labour time and costs that are associated with managing and maintaining monitoring programs. Other benefits of the system proposed in this article include the ability to make available a collection of deterministic, standardised and nondiscriminatory statistical data for the purpose of research into determining the causes of colony collapse disorder.",Australian Acoustical Society,Pass,,"Research problem Manual surveillance (e.g., checking bait hives for pests) needs many inspectors traveling to sites and costs a lot of time and money. The paper targets remote detection of pest infestation (Varroa mite) by using hive acoustics, to reduce labour and support surveillance programs.",-,Australia,,2013,Classical ML
RenderGAN: Generating Realistic Labeled Data,"Sixt, Wild & Landgraf",2018,Tracking & Pose Estimation,Individual Tracking & Re-identification — Tracking & Pose Estimation,RenderGAN: 3D parametric barcode model (marker geometry + bee body) combined with GAN image generation. CNNs trained on synthetic data outperform those trained on manual annotation baselines.,Image,https://www.frontiersin.org/articles/10.3389/frobt.2018.00066/full,"Deep Convolutional Neuronal Networks (DCNNs) are showing remarkable performance on many computer vision tasks. Due to their large parameter space, they require many labeled samples when trained in a supervised setting. The costs of annotating data manually can render the use of DCNNs infeasible. We present a novel framework called RenderGAN that can generate large amounts of realistic, labeled images by combining a 3D model and the Generative Adversarial Network framework. In our approach, image augmentations (e.g., lighting, background, and detail) are learned from unlabeled data such that the generated images are strikingly realistic while preserving the labels known from the 3D model. We apply the RenderGAN framework to generate images of barcode-like markers that are attached to honeybees. Training a DCNN on data generated by the RenderGAN yields considerably better performance than training it on various baselines",,Pass,honey bee artificial intelligence,Generation of a new framework called RenderGAN to generate labeled images (Identification and tracking),-,Germany,,2018,CNN & Variants
Semi-Automatic Analysis of Cells in Honeybee Comb Images,"Rathore, Tyagi & Agrawal",2023,Detection,Colony Health & Acoustic Monitoring — Semi-Automatic CNN Comb Cell Counting,"Classical pre-processing (adaptive thresholding, morphological operations) + lightweight CNN (cell classifier: honey / brood / pollen / empty). Semi-automatic: human provides initial seed, CNN extends annotation. Minimises manual effort for comb analysis.",Image,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063122&casa_token=uC4y4qypIfMAAAAA:p_UV3_YZwVonoctG7q3dpyhrDoHMY0JMi4kQpy35CDIjUdPx17MzK5683uydoAUkZkF1SXeegJs,"Our environment depends on honeybees. In the face of global honey bee decline, colony strength assessment can help apiary management and provide valuable research data. Counting honey, brood, pollen, larvae, and bee cells manually and classifying them based on visual judgement and estimation is time-consuming, error-prone, and requires a qualified inspector. Digital image processing and AI developed automated and semi-automatic solutions to make this arduous job easier. Prior to classification of cells, it is necessary to detect all the cells correctly. The objective of this study is to provide an efficient method to identify all the uncapped cells in honey comb images. The paper is organized with the discussion of problem's background and evaluation first. Further, we give a thorough review of the existing work and explore a possible application. After that, we discussed the methodology adopted in literature. Overall, our investigation is thorough and extensive.","IEEE International Students' Conference on Electrical, Electronics and Computer Science",Pass,neural network honeybees,cell detection on comb,-,india,,2023,CNN & Variants
"Signal Processing the Acoustics of Honeybees (Apis Mellifera) to Identify the ""Queenless"" State in Hives","Howard, Duran, Hunter, Stebel",2013,monitoring & predictive health analytics,Colony Health & Acoustic Monitoring — Queen Presence,Spectrographic analysis + SOM (Self-Organising Map),Audio,https://www.researchgate.net/profile/Gordon-Hunter/publication/287309833_Signal_processing_the_acoustics_of_honeybees_APIS_MELLIFERA_to_identify_the_queenless_state_in_Hives/links/586e778208ae6eb871bd5f32/Signal-processing-the-acoustics-of-honeybees-APIS-MELLIFERA-to-identify-the-queenless-state-in-Hives.pdf,"The honeybee, Apis Mellifera, is of vital importance to the agricultural sector across the World, primarily due to it exceptional abilities to pollinate crops. In 2006, honeybee colony numbers in developed countries experienced a dramatic decline, due to a diverse range of factors collectively known as Colony Collapse Disorder. At about the same time, revenue from using bees for pollination purposes surpassed revenue from honey production for the first time. Hive inspection is time consuming, disruptive and stressful to the colony, and can be the cause of accidental queen death. Furthermore, a colony without a queen will die unless a substitute queen is successfully introduced. A non-invasive method of hive monitoring is a therefore desirable objective. In this paper, we propose and investigate some acoustic-based methods, based on spectrographic analysis and inspired by established techniques commonly used in the analysis of human speech, to distinguish the “queenright” (i.e. with a live queen present) and “queenless” states. Namely, we compare the spectrograms, FFT and S-transform of the audio recordings. In order to assess the different methods, the results of the frequency analysis are classified using a Kohonen SelfOrganising Map (SOM) artificial neural network, which is a useful tool for clustering and visualisation of high dimensional data into a lower dimension space. We evaluate our approach using acoustic data recorded from real beehives, under controlled conditions, over the course of a week, kindly provided by Arnia Ltd, a company specialising in beehive monitoring equipment.",Proceedings of the Institute of Acoustics,Pass,,"To distinguish the ""queenright"" (with a live queen present) and ""queenless"" states in beehives using acoustic-based methods, as a non-invasive method of hive monitoring. As stated in the paper: ""Hive inspection is time consuming, disruptive and stressful to the colony, and can be the cause of accidental queen death. Furthermore, a colony without a queen will die unless a substitute queen is successfully introduced. A non-invasive method of hive monitoring is a therefore desirable objective.""",European,UK,,2012,Domain Specific / Specialized
Social Networks Predict the Life and Death of Honey Bees,Wild et al.,2021,Tracking & Pose Estimation,Individual Tracking & Re-identification,CNN (BeesBook barcode decoder) → social network graph construction → PCA + linear regression (lifespan prediction from network centrality features). Integrates large-scale transcriptomics (RNA-seq) with automated tracking.,Video,https://www.nature.com/articles/s41467-021-21212-5,"In complex societies, individuals’ roles are reflected by interactions with other conspecifics. Honey bees (Apis mellifera) generally change tasks as they age, but developmental trajectories of individuals can vary drastically due to physiological and environmental factors. We introduce a succinct descriptor of an individual’s social network that can be obtained without interfering with the colony. This ‘network age’ accurately predicts task allocation, survival, activity patterns, and future behavior. We analyze developmental trajectories of multiple cohorts of individuals in a natural setting and identify distinct developmental pathways and critical life changes. Our findings suggest a high stability in task allocation on an individual level. We show that our method is versatile and can extract different properties from social networks, opening up a broad range of future studies. Our approach highlights the relationship of social interactions and individual traits, and provides a scalable technique for understanding how complex social systems function.",Nature Communications,Pass,honey bee artificial intelligence,behavior detection,-,-,,2016,CNN & Variants
Soundscape Indices: New Features for Classifying Beehive Audio Samples,Sharif et al.,2020,monitoring & predictive health analytics,Colony Health & Acoustic Monitoring — Chemical Stress Detection via Acoustic Indices,"Soundscape indices (ACI, ADI, AEI, BI, H) as novel features + MFCC baseline → Random Forest classifier. Compares index-based vs MFCC features for distinguishing trichloromethane-exposed vs clean-air hives.",Audio,https://ojs3.uefs.br/index.php/sociobiology/article/view/5860/4813,"As the study of honey bee health has gained attention in the biology community, researchers have looked for new, non-invasive methods to monitor the health status of the colony. Since the beehive sound alters when the colony is exposed to stressors, analysis of the acoustic response of the colony has been used as a method to identify the type of stressor, whether it is chemical, pest, or disease. So far, two feature sets have been successfully used for this kind of analysis, being these low-level signal features and Mel Frequency Cepstral Coefficients (MFCC). Here we propose using soundscape indices, developed initially to delineate acoustic diversity in ecosystems, as an alternative to now used features. In our study, we examine the beehive acoustic response to trichloromethane laced-air and blank air and compare the performance of all three feature sets to discern the colony’s sound between the hive being exposed to the chemical and not. Our results show that sound indices overperform the alternative features sets on this task. Based on these findings, we consider sound indices to be a valid set of features for beehive sound analysis and present our results to call the attention of the community on this fact.",Sociobiology,Pass,,"Research problem: The paper studies whether soundscape indices can be used as a better feature set for automatic classification of beehive audio samples. More specifically, it examines the hive’s acoustic response to trichloromethane-laced air versus blank air, and compares soundscape indices against the feature sets already used in beehive audio work.",China (Lab),China,China,2019,Classical ML
Spectral Components of Honey Bee Sound Signals Recorded Inside and Outside the Beehive: An Explainable Machine Learning Approach to Diurnal Pattern Recognition,Ksiazek et al.,2025,Classification,Colony Health & Acoustic Monitoring — Explainable CNN for Time-of-Day Acoustic Pattern Recognition,CNN with explainability analysis (feature attribution / saliency maps). Input: MFCC and PSD spectral features from inside and outside hive microphones. Classifies time-of-day activity classes (diurnal pattern). Compares microphone placement (internal vs external).,Audio,https://www.mdpi.com/1424-8220/25/14/4424,"This study investigates the impact of microphone placement on honey bee audio monitoring for time-of-day classification, a key step toward automated activity monitoring and anomaly detection. Recognizing the time-dependent nature of bee behavior, we aimed to establish a baseline diurnal pattern recognition method. A custom apparatus enabled simultaneous audio acquisition from internal (brood frame, protected from propolization) and external hive locations. Sound signals were preprocessed using Power Spectral Density (PSD). Extra Trees and Convolutional Neural Network (CNN) classifiers were trained to identify diurnal activity patterns. Analysis focused on feature importance, particularly spectral characteristics. Interestingly, Extra Trees performance varied significantly. While achieving near-perfect accuracy (98–99%) with internal recordings, its accuracy was considerably lower (61–72%) with external recordings, even lower than CNNs trained on the same data (76–87%). Further investigation using Extra Trees and feature selection methods using Mean Decrease Impurity (MDI) and Recursive Feature Elimination with Cross-Validation (RFECV) revealed the importance of the 100–600 Hz band, with peaks around 100 Hz and 300 Hz. These findings inform future monitoring setups, suggesting potential for reduced sampling frequencies and underlining the need for monitoring of sound inside the beehive in order to validate methods being tested.",MDPI/ Acoustic Sensors and Their Applications,Pass,machine learning for honey bee behavior detection,detect diurnal colony activity patterns,Poland,Poland,Poland,2025,CNN & Variants
Stereoscopic motion analysis in densely packed clusters: 3D analysis of the shimmering behaviour in Giant honey bees,Kastberger et al.,2011,Tracking & Pose Estimation,Colony Health & Acoustic Monitoring — Collective Defence Behaviour Analysis,Segmentation + Stereo Matching + Kalman Tracking + Triangulation,Video,https://link.springer.com/article/10.1186/1742-9994-8-3,"AbstractBackground: The detailed interpretation of mass phenomena such as human escape panic or swarm behaviour in birds, fish, and insects requires detailed analysis of the 3D movements of individual participants. Here, we describe the adaptation of a 3D stereoscopic imaging method to measure the positional coordinates of individual agents in densely packed clusters. The method was applied to study behavioural aspects of shimmering in Giant honeybees, a collective defence behaviour that deters predatory wasps by visual cues, whereby individual bees flip their abdomen upwards in a split second, producing Mexican wave-like patterns. Results: Stereoscopic imaging provided non-invasive, automated, simultaneous, in-situ 3D measurements of hundreds of bees on the nest surface regarding their thoracic position and orientation of the body length axis. Segmentation was the basis for the stereo matching, which defined correspondences of individual bees in pairs of stereo images. Stereo-matched “agent bees” were re-identified in subsequent frames by the tracking procedure and triangulated into real-world coordinates. These algorithms were required to calculate the three spatial motion components (dx: horizontal, dy: vertical and dz: towards and from the comb) of individual bees over time. Conclusions: The method enables the assessment of the 3D positions of individual Giant honeybees, which is not possible with single-view cameras. The method can be applied to distinguish at the individual bee level active movements of the thoraces produced by abdominal flipping from passive motions generated by the moving bee curtain. The data provide evidence that the z-deflections of thoraces are potential cues for colony-intrinsic communication. The method helps to understand the phenomenon of collective decision-making through mechanoceptive synchronization and to associate shimmering with the principles of wave propagation. With further, minor modifications, the method could be used to study aspects of other mass phenomena that involve active and passive movements of individual agents in densely packed clusters.",Springer,Pass,honeybee video analysis,"To measure the 3D movements of many individual Giant honeybees inside a densely packed nest surface, so the authors can study the bees’ shimmering behaviour and better understand how the wave is generated and spreads.",Nepal,Austria,Nepal,2011,Classical CV
Temporal Encoding Strategies for YOLO-Based Detection of Honeybee Trophallaxis Behavior in Precision Livestock System,Vdoviak and Sledevič,2025,Detection,Waggle Dance & Social Behaviour — Detection,"Markerless YOLO-based trophallaxis detection with temporal-to-RGB encodings (temporally stacked grayscale, temporally encoded motion, temporally encoded motion and average). Compares YOLOv8, YOLO11, YOLO12 across multiple input representations and model sizes. Edge deployment on Jetson AGX Orin with TensorRT optimisation.",Video,,,,,,,,,,,
The Application of Convolutional Neural Network for Pollen Bearing Bee Classification,Sledevič,2018,Classification,Pollen & Foraging Monitoring — Pollen-Bearer Classification (CNN vs SVM),Hough Transform (bee detection) + background subtraction motion filter + colour segmentation → 86×86 px patches → CNN (MATLAB Neural Network Toolbox) vs SVM (VLAD+SIFT baseline). CNN: 91.5% accuracy.,Image,https://ieeexplore.ieee.org/abstract/document/8592464,"The article presents the classification of images with pollen bearing bees using convolutional neural network (CNN). The aim is to find out a sufficient configurations of CNN required for future implementation on low-cost FPGA. A new dataset with bee images was collected on the entrances to several beehives. The classifications rate was investigated configuring the CNN to 1-3 hidden layers with up to 15 filters in a layer and 15 × 15 down to 3 × 3 filter sizes. The CNN configured to three hidden layers 7-7, 5-5, 3-3 was selected for future application as a trade off between accuracy 94 % and number of required arithmetic operations.",,Pass,cnn-based individual identification and tracking bee,Pollen Bearing Bee Classification,-,Lithuania,,2018,CNN & Variants
The prediction of swarming in honeybee colonies using vibrational spectra,"Michael-Thomas Ramsey, Martin Bencsik, Michael Ian Newton, Maritza Reyes, Maryline Pioz, Didier Crauser, Noa Simon Delso & Yves Le Conte",2020,monitoring & predictive health analytics,Colony Health & Acoustic Monitoring — ML Classification of Colony Growth Periods from IoT Temperature Features,"PCA,Discriminant Function Analysis",Time Series (acoustic vibration),https://www.nature.com/articles/s41598-020-66115-5,"In this work, we disclose a non-invasive method for the monitoring and predicting of the swarming process within honeybee colonies, using vibro-acoustic information. Two machine learning algorithms are presented for the prediction of swarming, based on vibration data recorded using accelerometers placed in the heart of honeybee hives. Both algorithms successfully discriminate between colonies intending and not intending to swarm with a high degree of accuracy, over 90% for each method, with successful swarming prediction up to 30 days prior to the event. We show that instantaneous vibrational spectra predict the swarming within the swarming season only, and that this limitation can be lifted provided that the history of the evolution of the spectra is accounted for. We also disclose queen toots and quacks, showing statistics of the occurrence of queen pipes over the entire swarming season. From this we were able to determine that (1) tooting always precedes quacking, (2) under natural conditions there is a 4 to 7 day period without queen tooting following the exit of the primary swarm, and (3) human intervention, such as queen clipping and the opening of a hive, causes strong interferences with important mechanisms for the prevention of simultaneous rival queen emergence.",Nature,Pass,,Predict honeybee colony swarming early using vibrational time-series signals,France,France,France,2020,Classical ML
To Bee or Not to Bee: Investigating Machine Learning Approaches for Beehive Sound Recognition,Nolasco & Benetos,2018,Classification,Colony Health & Acoustic Monitoring — Bee vs Non-Bee Sound Separation,"MFCC (20 coefficients) + log Mel-spectra features → SVM; also 3D CNN (Bulbul adaptation). Dataset: 12 h of annotated audio from OSBH + NU-Hive projects (8 hives, 3 continents). Binary: Bee vs noBee segments.",Audio,https://arxiv.org/pdf/1811.06016,"In this work, we aim to explore the potential of machine learning methods to the problem of beehive sound recognition. A major contribution of this work is the creation and release of annotations for a selection of beehive recordings. By experimenting with both support vector machines and convolutional neural networks, we explore important aspects to be considered in the development of beehive sound recognition systems using machine learning approaches.",arXiv,Pass,,The paper aims to automatically detect sounds produced by bees and distinguish them from external non-related sounds in recordings captured inside beehives. The paper presents this as a first step toward audio-based beehive monitoring systems,UK (NU-Hive),UK,United Kingdom,2018,Hybrid / Multi-Model
Toward Bee Behavioral Pattern Recognition on Hive Entrance Using YOLOv8,Sledevič & Plonis,2023,monitoring & predictive health analytics,Hive Entrance & Traffic Monitoring — monitoring & predictive health analytics,"YOLOv8 (detection, unique tracker ID per bee) + trajectory aggregation. Identifies behavioral states: orientation flights, fanning, guarding, robbing, swarming. Outlines complementary non-intrusive sensors (weight, thermal, vibro-acoustic). IEEE AIEEE 2023.",Video,https://ieeexplore.ieee.org/document/10134563,"Prediction of bee behavior by visual analysis of bee activity at the entrance provides valuable information on the condition of the hive. In this work, convolutional neural networks (CNN) are used to detect bees on the landing board of the hive. Types of bee behavior, such as foraging, guarding, and fanning, are presented in heat and path maps. YOLOv8m detects bees with a mean precision of 0.97% mAP@0.5 and 0.65% mAP@0.5:0.95, respectively. The intensive foraging, swarming, or guarding are behaviors to be most confused and therefore require inherent dataset collection and more detailed investigation.",,Pass,bee behavior using AI,bee detection and prediction of bee behavior,-,Lithuania,,2023,CNN & Variants
Toward Bee Motion Pattern Identification on Hive Landing Board,Sledevič & Abromavičius,2023,monitoring & predictive health analytics,Hive Entrance & Traffic Monitoring — Multi-YOLO Motion Pattern Analysis with Heatmaps,"Three YOLOv8 variants (nano/small/medium) trained on same dataset + ByteTrack (multi-object tracker) + path collection + heat/vector map generation + moving-average time-series smoothing. Quantifies colony activity under foraging load, pesticide exposure, disease, seasonal shifts. IEEE eStream 2023.",Video,https://ieeexplore.ieee.org/document/10134852,"The ability to predict bee behavior through visual analysis of their activity at the hive entrance provides valuable insight into the hive's condition. In this study, we present an algorithm for visual monitoring of bee behavior implemented based on open source tools. The convolutional neural network (CNN) is used to detect bees on the landing board of the hive. The YOLOv8m CNN detects bees with 0.97% mAP@0.5 and 0.65% mAP@0.5:0.95 mean average precision, respectively. Bee behavior types such as foraging, fanning, and washboarding are presented in heat and path maps. The speed patterns are used to identify the type of motion of the bees.",,Pass,"From Survey ""Machine Learning and Computer Vision Techniques in Continuous Beehive Monitoring Applications: A Survey""",behavior monitoring,-,,,,Object Detection / Segmentation
